Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
42	'targetImageID',057,'distractorImageID',024,'targetImageFile','.\stim\057','distractorImageFile','.\stim\024','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.057889e+01,'targetY',1.292482e+01,'distractor01X',5.812288e+00,'distractor01Y',3.741485e+00,'distractor02X',4.869257e+00,'distractor02Y',-5.198491e+00,'distractor03X',1.179898e+01,'distractor03Y',-1.245261e+01,'distractor04X',2.002790e+02,'distractor04Y',1.993258e+02,'distractor05X',2.006601e+02,'distractor05Y',1.995819e+02,'distractor06X',2.002640e+02,'distractor06Y',1.991124e+02,'distractor07X',1.994175e+02,'distractor07Y',2.004615e+02,'distractorPerTrial',003,'targetLocation',001	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\057, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)
43	'targetImageID',054,'distractorImageID',027,'targetImageFile','.\stim\054','distractorImageFile','.\stim\027','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.694793e+00,'targetY',4.018966e+00,'distractor01X',5.737616e+00,'distractor01Y',-4.231155e+00,'distractor02X',1.064890e+01,'distractor02Y',-1.162376e+01,'distractor03X',1.111254e+01,'distractor03Y',1.244401e+01,'distractor04X',1.992417e+02,'distractor04Y',1.999596e+02,'distractor05X',2.003748e+02,'distractor05Y',2.002661e+02,'distractor06X',2.007170e+02,'distractor06Y',2.002338e+02,'distractor07X',1.994638e+02,'distractor07Y',1.998819e+02,'distractorPerTrial',003,'targetLocation',002	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\054, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)
44	'targetImageID',049,'distractorImageID',032,'targetImageFile','.\stim\049','distractorImageFile','.\stim\032','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.714052e+00,'targetY',-4.032753e+00,'distractor01X',1.172106e+01,'distractor01Y',-1.303712e+01,'distractor02X',1.138515e+01,'distractor02Y',1.130933e+01,'distractor03X',5.695324e+00,'distractor03Y',4.553299e+00,'distractor04X',1.994298e+02,'distractor04Y',2.006875e+02,'distractor05X',2.002660e+02,'distractor05Y',1.991951e+02,'distractor06X',2.005425e+02,'distractor06Y',1.999075e+02,'distractor07X',1.995917e+02,'distractor07Y',2.004588e+02,'distractorPerTrial',003,'targetLocation',003	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\049, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)
45	'targetImageID',019,'distractorImageID',062,'targetImageFile','.\stim\019','distractorImageFile','.\stim\062','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.161248e+01,'targetY',-1.303546e+01,'distractor01X',1.172703e+01,'distractor01Y',1.282302e+01,'distractor02X',6.506648e+00,'distractor02Y',5.025677e+00,'distractor03X',6.709104e+00,'distractor03Y',-4.846335e+00,'distractor04X',1.991250e+02,'distractor04Y',2.008935e+02,'distractor05X',1.998044e+02,'distractor05Y',1.998644e+02,'distractor06X',1.998004e+02,'distractor06Y',1.998571e+02,'distractor07X',1.998256e+02,'distractor07Y',1.994875e+02,'distractorPerTrial',003,'targetLocation',004	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\019, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)
46	'targetImageID',059,'distractorImageID',022,'targetImageFile','.\stim\059','distractorImageFile','.\stim\022','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.074230e+01,'targetY',1.273385e+01,'distractor01X',5.844500e+00,'distractor01Y',5.257859e+00,'distractor02X',4.898150e+00,'distractor02Y',-5.570621e+00,'distractor03X',1.112016e+01,'distractor03Y',-1.274195e+01,'distractor04X',1.990624e+02,'distractor04Y',1.995591e+02,'distractor05X',1.993724e+02,'distractor05Y',2.005541e+02,'distractor06X',1.995140e+02,'distractor06Y',2.003774e+02,'distractor07X',1.991780e+02,'distractor07Y',2.005145e+02,'distractorPerTrial',003,'targetLocation',001	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\059, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)
47	'targetImageID',020,'distractorImageID',061,'targetImageFile','.\stim\020','distractorImageFile','.\stim\061','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.740522e+00,'targetY',3.733786e+00,'distractor01X',4.854863e+00,'distractor01Y',-4.170369e+00,'distractor02X',1.025400e+01,'distractor02Y',-1.261845e+01,'distractor03X',1.184068e+01,'distractor03Y',1.114365e+01,'distractor04X',1.991362e+02,'distractor04Y',1.992168e+02,'distractor05X',2.000687e+02,'distractor05Y',2.009757e+02,'distractor06X',1.996724e+02,'distractor06Y',1.999345e+02,'distractor07X',2.006467e+02,'distractor07Y',2.008385e+02,'distractorPerTrial',003,'targetLocation',002	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\020, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)
48	'targetImageID',008,'distractorImageID',073,'targetImageFile','.\stim\008','distractorImageFile','.\stim\073','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',4.746207e+00,'targetY',-4.784915e+00,'distractor01X',1.066866e+01,'distractor01Y',-1.291009e+01,'distractor02X',1.070686e+01,'distractor02Y',1.136724e+01,'distractor03X',6.425417e+00,'distractor03Y',5.442844e+00,'distractor04X',2.003090e+02,'distractor04Y',2.001213e+02,'distractor05X',2.007740e+02,'distractor05Y',1.999827e+02,'distractor06X',2.007294e+02,'distractor06Y',1.993293e+02,'distractor07X',2.005709e+02,'distractor07Y',1.992341e+02,'distractorPerTrial',003,'targetLocation',003	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\008, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)
49	'targetImageID',051,'distractorImageID',030,'targetImageFile','.\stim\051','distractorImageFile','.\stim\030','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.049965e+01,'targetY',-1.120232e+01,'distractor01X',1.170089e+01,'distractor01Y',1.261154e+01,'distractor02X',5.361774e+00,'distractor02Y',4.616608e+00,'distractor03X',5.173756e+00,'distractor03Y',-4.366650e+00,'distractor04X',1.997694e+02,'distractor04Y',2.006608e+02,'distractor05X',2.009650e+02,'distractor05Y',2.005912e+02,'distractor06X',2.000656e+02,'distractor06Y',1.991987e+02,'distractor07X',1.997406e+02,'distractor07Y',1.990123e+02,'distractorPerTrial',003,'targetLocation',004	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\051, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)
50	'targetImageID',044,'distractorImageID',037,'targetImageFile','.\stim\044','distractorImageFile','.\stim\037','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.176183e+01,'targetY',1.239231e+01,'distractor01X',5.286704e+00,'distractor01Y',4.483829e+00,'distractor02X',5.099402e+00,'distractor02Y',-4.582274e+00,'distractor03X',1.020048e+01,'distractor03Y',-1.277319e+01,'distractor04X',1.992567e+02,'distractor04Y',1.996103e+02,'distractor05X',2.005337e+02,'distractor05Y',1.993100e+02,'distractor06X',1.998485e+02,'distractor06Y',2.005316e+02,'distractor07X',2.003466e+02,'distractor07Y',1.990738e+02,'distractorPerTrial',003,'targetLocation',001	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\044, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)
51	'targetImageID',015,'distractorImageID',066,'targetImageFile','.\stim\015','distractorImageFile','.\stim\066','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.305621e+00,'targetY',4.396426e+00,'distractor01X',6.141918e+00,'distractor01Y',-5.533616e+00,'distractor02X',1.163078e+01,'distractor02Y',-1.200048e+01,'distractor03X',1.144023e+01,'distractor03Y',1.191923e+01,'distractor04X',1.993614e+02,'distractor04Y',2.003683e+02,'distractor05X',1.992519e+02,'distractor05Y',2.001358e+02,'distractor06X',1.997597e+02,'distractor06Y',1.992384e+02,'distractor07X',2.003215e+02,'distractor07Y',2.006073e+02,'distractorPerTrial',003,'targetLocation',002	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\015, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)
52	'targetImageID',021,'distractorImageID',060,'targetImageFile','.\stim\021','distractorImageFile','.\stim\060','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.016003e+00,'targetY',-3.980446e+00,'distractor01X',1.171153e+01,'distractor01Y',-1.155452e+01,'distractor02X',1.097162e+01,'distractor02Y',1.170945e+01,'distractor03X',4.956001e+00,'distractor03Y',3.677054e+00,'distractor04X',2.004424e+02,'distractor04Y',1.992113e+02,'distractor05X',2.002034e+02,'distractor05Y',1.997513e+02,'distractor06X',1.994122e+02,'distractor06Y',2.004295e+02,'distractor07X',2.008520e+02,'distractor07Y',1.997120e+02,'distractorPerTrial',003,'targetLocation',003	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\021, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)
53	'targetImageID',074,'distractorImageID',007,'targetImageFile','.\stim\074','distractorImageFile','.\stim\007','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.052356e+01,'targetY',-1.175835e+01,'distractor01X',1.112720e+01,'distractor01Y',1.308690e+01,'distractor02X',5.272668e+00,'distractor02Y',5.048975e+00,'distractor03X',5.372879e+00,'distractor03Y',-4.741888e+00,'distractor04X',1.997818e+02,'distractor04Y',2.009261e+02,'distractor05X',1.990579e+02,'distractor05Y',2.009333e+02,'distractor06X',1.994366e+02,'distractor06Y',2.004106e+02,'distractor07X',2.004371e+02,'distractor07Y',2.006861e+02,'distractorPerTrial',003,'targetLocation',004	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\074, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)
54	'targetImageID',042,'distractorImageID',039,'targetImageFile','.\stim\042','distractorImageFile','.\stim\039','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.094050e+01,'targetY',1.142397e+01,'distractor01X',4.760956e+00,'distractor01Y',4.427919e+00,'distractor02X',4.930382e+00,'distractor02Y',-4.077828e+00,'distractor03X',1.166221e+01,'distractor03Y',-1.129541e+01,'distractor04X',1.998700e+02,'distractor04Y',1.992870e+02,'distractor05X',1.995856e+02,'distractor05Y',1.990631e+02,'distractor06X',2.007743e+02,'distractor06Y',1.998175e+02,'distractor07X',1.996488e+02,'distractor07Y',1.990941e+02,'distractorPerTrial',003,'targetLocation',001	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\042, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)
55	'targetImageID',003,'distractorImageID',078,'targetImageFile','.\stim\003','distractorImageFile','.\stim\078','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.919324e+00,'targetY',5.232881e+00,'distractor01X',5.517819e+00,'distractor01Y',-4.132570e+00,'distractor02X',1.176828e+01,'distractor02Y',-1.187862e+01,'distractor03X',1.132596e+01,'distractor03Y',1.214550e+01,'distractor04X',2.008937e+02,'distractor04Y',1.999468e+02,'distractor05X',1.998381e+02,'distractor05Y',2.008908e+02,'distractor06X',1.990302e+02,'distractor06Y',2.003169e+02,'distractor07X',2.006837e+02,'distractor07Y',2.001403e+02,'distractorPerTrial',003,'targetLocation',002	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\003, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)
56	'targetImageID',016,'distractorImageID',065,'targetImageFile','.\stim\016','distractorImageFile','.\stim\065','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.154723e+00,'targetY',-4.139386e+00,'distractor01X',1.083328e+01,'distractor01Y',-1.207575e+01,'distractor02X',1.206413e+01,'distractor02Y',1.211372e+01,'distractor03X',6.648943e+00,'distractor03Y',5.039504e+00,'distractor04X',2.006707e+02,'distractor04Y',2.004351e+02,'distractor05X',1.997422e+02,'distractor05Y',1.992938e+02,'distractor06X',2.007690e+02,'distractor06Y',2.007298e+02,'distractor07X',1.991005e+02,'distractor07Y',1.996998e+02,'distractorPerTrial',003,'targetLocation',003	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\016, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)
57	'targetImageID',009,'distractorImageID',072,'targetImageFile','.\stim\009','distractorImageFile','.\stim\072','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.056115e+01,'targetY',-1.147649e+01,'distractor01X',1.049178e+01,'distractor01Y',1.193781e+01,'distractor02X',5.713435e+00,'distractor02Y',5.382051e+00,'distractor03X',5.942952e+00,'distractor03Y',-3.641196e+00,'distractor04X',2.003727e+02,'distractor04Y',2.002551e+02,'distractor05X',1.993309e+02,'distractor05Y',2.001396e+02,'distractor06X',1.995980e+02,'distractor06Y',2.009446e+02,'distractor07X',2.003845e+02,'distractor07Y',2.005386e+02,'distractorPerTrial',003,'targetLocation',004	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\009, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)
58	'targetImageID',002,'distractorImageID',079,'targetImageFile','.\stim\002','distractorImageFile','.\stim\079','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.063298e+01,'targetY',1.298038e+01,'distractor01X',5.410711e+00,'distractor01Y',3.872623e+00,'distractor02X',4.770458e+00,'distractor02Y',-5.343147e+00,'distractor03X',1.106179e+01,'distractor03Y',-1.274510e+01,'distractor04X',1.992917e+02,'distractor04Y',1.999155e+02,'distractor05X',1.991907e+02,'distractor05Y',2.005801e+02,'distractor06X',1.990304e+02,'distractor06Y',1.990046e+02,'distractor07X',1.995697e+02,'distractor07Y',1.997188e+02,'distractorPerTrial',003,'targetLocation',001	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\002, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\079, 0, 0)
59	'targetImageID',070,'distractorImageID',011,'targetImageFile','.\stim\070','distractorImageFile','.\stim\011','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.209156e+00,'targetY',5.061103e+00,'distractor01X',4.935406e+00,'distractor01Y',-4.849440e+00,'distractor02X',1.203114e+01,'distractor02Y',-1.145340e+01,'distractor03X',1.206693e+01,'distractor03Y',1.205625e+01,'distractor04X',1.992816e+02,'distractor04Y',1.991662e+02,'distractor05X',1.992782e+02,'distractor05Y',1.990888e+02,'distractor06X',2.005033e+02,'distractor06Y',2.007338e+02,'distractor07X',2.004671e+02,'distractor07Y',2.006601e+02,'distractorPerTrial',003,'targetLocation',002	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\070, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)
