Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
52	'targetImageID',081,'distractorImageID',019,'targetImageFile','.\stim\081','distractorImageFile','.\stim\019','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',008,'distractor03Y',012,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	4	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\081, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)
53	'targetImageID',073,'distractorImageID',027,'targetImageFile','.\stim\073','distractorImageFile','.\stim\027','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',-4.852814e-01,'distractor01Y',8.485281e+00,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	4	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\073, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)
54	'targetImageID',037,'distractorImageID',063,'targetImageFile','.\stim\037','distractorImageFile','.\stim\063','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',008,'distractor02Y',012,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	4	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\037, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\063, 0, 0)
55	'targetImageID',096,'distractorImageID',004,'targetImageFile','.\stim\096','distractorImageFile','.\stim\004','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',008,'distractor02Y',012,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	4	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\096, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)
56	'targetImageID',066,'distractorImageID',034,'targetImageFile','.\stim\066','distractorImageFile','.\stim\034','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',-4.852814e-01,'distractor01Y',-8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\066, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)
57	'targetImageID',006,'distractorImageID',094,'targetImageFile','.\stim\006','distractorImageFile','.\stim\094','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\006, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)	pic(.\stim\094, 0, 0)
58	'targetImageID',031,'distractorImageID',069,'targetImageFile','.\stim\031','distractorImageFile','.\stim\069','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\031, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)
59	'targetImageID',080,'distractorImageID',020,'targetImageFile','.\stim\080','distractorImageFile','.\stim\020','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',1.648528e+01,'targetY',8.485281e+00,'distractor01X',-4.852814e-01,'distractor01Y',-8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\080, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)
60	'targetImageID',057,'distractorImageID',043,'targetImageFile','.\stim\057','distractorImageFile','.\stim\043','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-4.852814e-01,'distractor01Y',-8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\057, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\043, 0, 0)
61	'targetImageID',078,'distractorImageID',022,'targetImageFile','.\stim\078','distractorImageFile','.\stim\022','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',1.648528e+01,'targetY',8.485281e+00,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',008,'distractor02Y',012,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\078, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)
62	'targetImageID',066,'distractorImageID',034,'targetImageFile','.\stim\066','distractorImageFile','.\stim\034','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',-4.852814e-01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\066, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)
63	'targetImageID',039,'distractorImageID',061,'targetImageFile','.\stim\039','distractorImageFile','.\stim\061','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',008,'distractor01Y',012,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\039, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)
64	'targetImageID',065,'distractorImageID',035,'targetImageFile','.\stim\065','distractorImageFile','.\stim\035','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',008,'distractor02Y',012,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\065, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\035, 0, 0)
65	'targetImageID',074,'distractorImageID',026,'targetImageFile','.\stim\074','distractorImageFile','.\stim\026','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',008,'distractor01Y',012,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\074, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)
66	'targetImageID',026,'distractorImageID',074,'targetImageFile','.\stim\026','distractorImageFile','.\stim\074','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',1.648528e+01,'targetY',8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\026, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)
67	'targetImageID',082,'distractorImageID',018,'targetImageFile','.\stim\082','distractorImageFile','.\stim\018','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\082, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)
68	'targetImageID',009,'distractorImageID',091,'targetImageFile','.\stim\009','distractorImageFile','.\stim\091','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-04,'distractor04Y',1.469576e-15,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\009, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)	pic(.\stim\091, 0, 0)
69	'targetImageID',019,'distractorImageID',081,'targetImageFile','.\stim\019','distractorImageFile','.\stim\081','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\019, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)
70	'targetImageID',092,'distractorImageID',008,'targetImageFile','.\stim\092','distractorImageFile','.\stim\008','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',008,'distractor01Y',012,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\092, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)
