Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
102	'targetImageID',003,'distractorImageID',003,'targetImageFile','.\stim\003','distractorImageFile','.\stim\003','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',-05,'distractor01Y',005,'distractor02X',-05,'distractor02Y',-05,'distractor03X',005,'distractor03Y',005,'distractor04X',000,'distractor04Y',-05,'distractor05X',005,'distractor05Y',000,'distractor06X',000,'distractor06Y',005,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\003, 0, 0)
103	'targetImageID',013,'distractorImageID',013,'targetImageFile','.\stim\013','distractorImageFile','.\stim\013','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',005,'distractor04X',005,'distractor04Y',005,'distractor05X',005,'distractor05Y',000,'distractor06X',000,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)
104	'targetImageID',071,'distractorImageID',029,'targetImageFile','.\stim\071','distractorImageFile','.\stim\029','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',-05,'distractor01Y',000,'distractor02X',-05,'distractor02Y',-05,'distractor03X',005,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',005,'distractor05X',000,'distractor05Y',-05,'distractor06X',000,'distractor06Y',005,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\071, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)
105	'targetImageID',079,'distractorImageID',021,'targetImageFile','.\stim\079','distractorImageFile','.\stim\021','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',005,'distractor01Y',000,'distractor02X',-05,'distractor02Y',-05,'distractor03X',005,'distractor03Y',005,'distractor04X',-05,'distractor04Y',000,'distractor05X',-05,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\079, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)
106	'targetImageID',080,'distractorImageID',020,'targetImageFile','.\stim\080','distractorImageFile','.\stim\020','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',005,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',-05,'distractor04X',005,'distractor04Y',005,'distractor05X',-05,'distractor05Y',000,'distractor06X',000,'distractor06Y',005,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\080, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\020, 0, 0)
107	'targetImageID',041,'distractorImageID',059,'targetImageFile','.\stim\041','distractorImageFile','.\stim\059','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',-05,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',000,'distractor03X',000,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',005,'distractor05Y',-05,'distractor06X',005,'distractor06Y',005,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\041, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)
108	'targetImageID',053,'distractorImageID',047,'targetImageFile','.\stim\053','distractorImageFile','.\stim\047','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',-05,'distractor01X',005,'distractor01Y',005,'distractor02X',005,'distractor02Y',000,'distractor03X',005,'distractor03Y',-05,'distractor04X',000,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',005,'distractor06X',000,'distractor06Y',005,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\053, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)
109	'targetImageID',017,'distractorImageID',083,'targetImageFile','.\stim\017','distractorImageFile','.\stim\083','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',-05,'distractor01X',-05,'distractor01Y',000,'distractor02X',005,'distractor02Y',005,'distractor03X',-05,'distractor03Y',005,'distractor04X',000,'distractor04Y',005,'distractor05X',000,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',-05,'distractor07X',005,'distractor07Y',000,'distractorPerTrial',007	1	10	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\017, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)	pic(.\stim\083, 0, 0)
110	'targetImageID',001,'distractorImageID',001,'targetImageFile','.\stim\001','distractorImageFile','.\stim\001','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',005,'distractor01Y',-05,'distractor02X',000,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',005,'distractor05X',005,'distractor05Y',000,'distractor06X',005,'distractor06Y',005,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
111	'targetImageID',060,'distractorImageID',060,'targetImageFile','.\stim\060','distractorImageFile','.\stim\060','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',-05,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',005,'distractor03Y',005,'distractor04X',000,'distractor04Y',005,'distractor05X',-05,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\060, 0, 0)
112	'targetImageID',081,'distractorImageID',081,'targetImageFile','.\stim\081','distractorImageFile','.\stim\081','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',-05,'distractor01X',005,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',005,'distractor04X',-05,'distractor04Y',000,'distractor05X',000,'distractor05Y',005,'distractor06X',005,'distractor06Y',005,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)	pic(.\stim\081, 0, 0)
113	'targetImageID',023,'distractorImageID',023,'targetImageFile','.\stim\023','distractorImageFile','.\stim\023','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',000,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',000,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',005,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)
114	'targetImageID',027,'distractorImageID',027,'targetImageFile','.\stim\027','distractorImageFile','.\stim\027','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',-05,'distractor01Y',000,'distractor02X',005,'distractor02Y',005,'distractor03X',005,'distractor03Y',-05,'distractor04X',005,'distractor04Y',000,'distractor05X',-05,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',005,'distractor07X',000,'distractor07Y',005,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\027, 0, 0)
115	'targetImageID',092,'distractorImageID',092,'targetImageFile','.\stim\092','distractorImageFile','.\stim\092','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',000,'distractor01Y',-05,'distractor02X',005,'distractor02Y',-05,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',000,'distractor06X',-05,'distractor06Y',005,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)	pic(.\stim\092, 0, 0)
116	'targetImageID',036,'distractorImageID',064,'targetImageFile','.\stim\036','distractorImageFile','.\stim\064','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',000,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',-05,'distractor04Y',-05,'distractor05X',000,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',005,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\036, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)
117	'targetImageID',089,'distractorImageID',011,'targetImageFile','.\stim\089','distractorImageFile','.\stim\011','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',005,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',000,'distractor04X',000,'distractor04Y',005,'distractor05X',005,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\089, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)
118	'targetImageID',062,'distractorImageID',038,'targetImageFile','.\stim\062','distractorImageFile','.\stim\038','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',-05,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',005,'distractor04Y',-05,'distractor05X',000,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',000,'distractor07X',000,'distractor07Y',005,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\062, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)
119	'targetImageID',014,'distractorImageID',086,'targetImageFile','.\stim\014','distractorImageFile','.\stim\086','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',-05,'distractor01Y',000,'distractor02X',000,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',-05,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',005,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\014, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)
120	'targetImageID',098,'distractorImageID',002,'targetImageFile','.\stim\098','distractorImageFile','.\stim\002','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',005,'distractor02X',000,'distractor02Y',005,'distractor03X',000,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',005,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\098, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)
121	'targetImageID',045,'distractorImageID',055,'targetImageFile','.\stim\045','distractorImageFile','.\stim\055','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',-05,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',005,'distractor03X',000,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',-05,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	11	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)
